Text,Sentiment
"Stock market update: Nifty Bank index  falls  0.4%. The Nifty Bank index closed 0.4 per cent  down  at 34163.7. ReutersStocks in focus: RIL, Tata Motors, Infosys, IIFL Securities, Apollo Hospitals, Punjab National Bank, NBCC and more..NEW DELHI: The Nifty Bank index closed on a negative note on Wednesday. 

 Shares of Axis Bank(up 0.69 per cent) and Kotak Mahindra Bank(up 0.35 per cent) ended the day as top gainers in the pack. 

 On the other hand, Bandhan Bank(down 3.15 per cent), Bank of Baroda(down 2.64 per cent), AU Small Finance Bank(down 2.46 per cent), State Bank of India(down 1.99 per cent) and Punjab National Bank(down 0.83 per cent) finished as the top losers of the day. 

 The Nifty Bank index closed 0.4 per cent down at 34163.7. 

 Benchmark NSE Nifty50 index ended down 19.0 points at 16240.3, while the BSE Sensex stood down 109.94 points at 54208.53. 

 Among the 50 stocks in the Nifty index, 26 ended in the green, while 24 closed in the red. 

 Shares of YES Bank, Vodafone Idea, Zomato Ltd., Indian Oil Corp. and Suzlon Energy were among the most traded shares on the NSE. 

 Shares of BLS Int. Services, GE Shipping, MRPL, Vadilal Ind and Gokaldas Export hit their fresh 52-week highs in today's trade, while Route Mobile, Muthoot Capital, Metropolis Health, Dr Lal Pathlabs and Amber Enterprises hit their fresh 52-week lows. 

",0
"Nasdaq posts biggest daily percentage drop in a month on fears of aggressive Fed. The Dow Jones Industrial Average fell 280.7 points, or 0.8%, to 34,641.18, the S&P 500 lost 57.52 points, or 1.26%, to 4,525.12 and the Nasdaq Composite dropped 328.39 points, or 2.26%, to 14,204.17. AgenciesWall Street's main indexes fell on Tuesday, dragged by weakness in tech and other growth stocks, after comments from Federal Reserve Governor Lael Brainard spooked investors about potential aggressive actions by the central bank to control inflation.

The tech-heavy Nasdaq posted its biggest daily percentage drop in about a month, with declines in heavyweight stocks such as Apple Inc and Amazon.com Inc .

At a conference on Tuesday, Brainard said she expects methodical interest rate increases and rapid reductions to the Fed's balance sheet to bring U.S. monetary policy to a ""more neutral position"" later this year, with further tightening to follow as needed.

Brainard's comments ""drove home the point that the Fed is poised to get more aggressive,â€ said Kristina Hooper, chief global market strategist at Invesco.

â€œThat is certainly having a negative effect on equities because of concerns that this increases the probability of a recession,"" Hooper said. ""Itâ€™s going to be increasingly difficult for the Fed to engineer a soft landing the more aggressive it gets.â€

The Dow Jones Industrial Average fell 280.7 points, or 0.8%, to 34,641.18, the S&P 500 lost 57.52 points, or 1.26%, to 4,525.12 and the Nasdaq Composite dropped 328.39 points, or 2.26%, to 14,204.17.

Among S&P 500 sectors, technology slumped 2.2% while consumer discretionary fell 2.4%. The utilities sector rose 0.7%.

U.S. Treasury yields rose to multi-year highs with yields taking off after Brainard's comments.

The prospect of a more hawkish Fed led to a rocky start to the year for equities and in particular for tech and growth shares whose valuations stand to be more pressured by higher bond yields. Stocks have rebounded in recent weeks, with the S&P 500 now down about 5% so far this year.

Focus on the Fed will continue on Wednesday, when the central bank releases minutes of its March meeting.

â€œFor the rest of this week, the market will be driven by interest rates and it will be driven by the Fedâ€™s comments about interest rates,â€ said Peter Tuz, president of Chase Investment Counsel in Charlottesville, Virginia.

Investors also remain focused on the Ukraine crisis, which has led to rising commodity prices that stand to worsen an already-worrisome inflationary picture.

In economic news, data showed U.S. services industry activity picked up in March, boosted by the rolling back of pandemic restrictions, but businesses continued to face higher costs as supply strains persisted.

In company news, shares of Twitter Inc gained 2%, adding to their prior-day surge, as the social media company said it will offer Tesla CEO and entrepreneur Elon Musk a seat on its board of directors.

Carnival Corp shares rose 2.4% after the cruise operator reported its highest booking week in its history.

Shares of Spirit Airlines soared 22.5% after reports that JetBlue Airways has made an offer to buy Spirit.

Declining issues outnumbered advancing ones on the NYSE by a 4.33-to-1 ratio; on Nasdaq, a 2.96-to-1 ratio favored decliners.

The S&P 500 posted 42 new 52-week highs and 8 new lows; the Nasdaq Composite recorded 55 new highs and 100 new lows.

About 11.4 billion shares changed hands in U.S. exchanges, compared with the roughly 13 billion daily average over the last 20 sessions.

T",0
"Sensex  falls! But these  stocks rallied over 15% on BSE in today's trade. In the Nifty50 index, 16 stocks closed in the green, while 34 stocks ended in the red.  Getty ImagesNEW DELHI: Several stocks rallied as much as 15% in Mumbai trading on Friday even as equity benchmarks, BSE Sensex and NSE Nifty, traded in the red amid brisk selling in frontline bluechip counters. 

 Stocks that surged in excess of 15% included, Marathon Nextgen(20.0%), Lypsa Gems(20.0%), V2 Retail Ltd(19.48%), Navkar Corp(17.22%) and Svam Software(15.32%). 

 The 30-share BSE Sensex ended 1016.84 points down at 54303.44, while the 50-share index, NSE closed 276.3 points down at 16201.8. 

 In the Nifty50 index, 16 stocks closed in the green, while 34 stocks ended in the red. 

 Meanwhile, stocks such as Marathon Nextgen, Essar Sec, Filtra Consultants &, Tree House Edu and Dynacons Sys hit their fresh 52-week high, while Tierra Agrotech Ltd., Mayukh Dealtrade, Nanavati Ventures Ltd., Wardwizard Innov(PP)and Seacoast Shipping touched their new 52-week low in today's trade. ",0
"Valuation a thorn but Delhivery IPO can be a long-term play, say analysts. In the IPO, Delhivery will issue fresh equity shares worth Rs 4,000 crore. Existing shareholders and promoters will offload shares worth Rs 1,235 crore. AgenciesRelatedDelhivery IPO opens today: Should you worry before subscribing to it?Delhivery IPO subscribed 21% on Day 1Delhivery offers exposure to fast growing logistics opportunity in the countryWe want market to remember Delhivery for a successful IPO more than optimising value: CEONEW DELHI: Amid a rout in shares of technology startups across the globe, analysts are divided on Delhivery IPO given the market conditions, its loss-making status and the valuation demanded by the company. Some are bullish for the long term while others believe the issue is expensive at the given price.

The IPO of the logistic company with a tech-based model was launched on Wednesday at a price band of Rs 462-487 per share. It has cut its offer size to Rs 5,235 crore from Rs 7,460 crore as planned earlier. In the IPO, Delhivery will issue fresh equity shares worth Rs 4,000 crore. Existing shareholders and promoters will offload shares worth Rs 1,235 crore.

Based on annualized FY22 numbers, the IPO is priced at EV/sales of 4.8x and price to book value of 5.2x at the upper price band of the IPO, said Yash Gupta of Angel One. For 9MFY22, the company has reported an EBITDA loss of Rs 232 crore and net loss of Rs 891 crore.

The company has reported good revenue growth of 82 per cent in 9MFY22 and it is expected that it may turn EBITDA positive by FY22-end. ""Given the expensive valuation, we are assigning a neutral recommendation to Delhivery IPO,â€ Gupta said.

Gurugram-based Delhivery is the largest fully integrated logistics services player in India by revenue. It has built a nationwide network in every state, servicing 17,045 PIN codes or 88.3 per cent of the 19,300 PIN codes in India.
MORE STORIES FOR YOUâœ•Delhivery IPO opens today: Should you worry before subscribing to it?Delhivery IPO subscribed 21% on Day 1Delhivery offers exposure to fast growing logistics opportunity in the countryÂ« Back to recommendation storiesI don't want to see these stories becauseThey are not relevant to meThey disrupt the reading flowOthersSUBMIT
Along with that, it has a proprietary technology stack and capabilities, vast amount of data intelligence and R&D, experienced professional management team and strong relationship with diversified customer base.

This makes Viral Shah of YES Securities to recommend subscribe from a long term perspective. He said Delhivery is a marquee player in third party logistics (3PL) space.

â€œOver FY19â€21, through the combination of integrated solutions, proprietary logistics operating system, automation, and entrepreneurial team has enabled Delhivery to deliver revenue CAGR of 48.5 per cent with losses continuing at operating levels,â€ he said.

â€œWe believe increasing market share, rising utilizations and synergy benefits arising from Spoton will help the company turn profitable. Given strong market sentiment and healthy market share in 3PL we recommend the stock to the investors from a longâ€term perspective. At the upper end of the price band, this issue is trading at a 9.6x of revenue.â€


Analysts say key risks for the company are:


Operating in a low entry barrier industry,
Dependency on network partners and third parties for fleet operations and manpower
Dependence on certain large customers which contribute significant portion of revenue
The issue can be subscribed till Friday, May 13. Investors can bid for a minimum of 30 shares and further in its multiple thereafter.

The company has allocated a quota of shares aggregating to Rs 20 crore for its eligible employees, who will get a discount of Rs 25 per equity shares during the bidding process.
",1
"Share price of Concor  falls  as Sensex  gains  603.02 points. A total of 17,911 shares changed hands on the counter till 12:17PM (IST) Getty ImagesIndia 10-year bond yield declined 0.40 per cent to 5.98 after trading in 5.98 -6.04 range.Share price of Container Corporation of India Ltd. dropped 0.57 per cent to Rs 642.05 at 12:17PM (IST) in Tuesday's trade. The stock hit a high of Rs 654.75 and low of Rs 640.3 so far during the session. The stock had closed at Rs 645.7 in the previous session. 

 The counter had a total traded volume of 12:17PM shares so far with a turnover of Rs 1.15 crore on BSE. The stock traded at a price-to-earnings multiple of 47.44 and a price-to-book ratio of 3.57. 

 A higher P/E ratio shows investors are willing to pay a higher price for per rupee earnings given by the stock because of better future growth expectations. 
ETMarkets Smart Talk: Why this fund manager is happy to watch rally in Adani stocks from sidelines
 The price-to-book value indicates the inherent value of a company and is the measure of the price that investors are ready to pay even for no growth in the business. 

 Container Corporation of India Ltd. belongs to the Warehousing/Supply Chain/Road Transport industry. 


 Promotor/FII Holding
 Promoters held 54.8 per cent stake in the company as of 31-Mar-2022, while foreign investors and domestic institutional investors ownership stood at 23.54 per cent and 16.89 per cent, respectively. 


 Key Financials
 The firm reported consolidated sales of Rs 1994.18 crore for the quarter ended 31-Dec-2021, up 4.94 per cent from the previous quarter's Rs 1900.28 crore and up 8.26 per cent from the year-ago quarter's Rs 1842.11 crore. 

 Its profit for the latest quarter stood at Rs 284.61 crore, up 21.49 per cent from the same quarter a year ago.
",1
"Stock market update: Nifty Auto index  advances  1.42% in  an upbeat  market. The Nifty Auto index was trading 1.42 per cent  up  at 11520.45. ThinkStock PhotosNEW DELHI: The Nifty Auto index traded positive around 10:45AM(IST)on Friday in an upbeat market. 

 TIINDIA(up 3.62 per cent), Sona BLW Precision Forgings(up 3.26 per cent), Hero MotoCorp(up 2.97 per cent), TVS Motor Company(up 2.78 per cent) and Mahindra & Mahindra(up 2.45 per cent) were among the top gainers. 

 Balkrishna Industries(down 0.42 per cent) were the top losers on the index. 

 The Nifty Auto index was up 1.42 per cent at 11520.45 at the time of writing this report. 

 Benchmark NSE Nifty50 index was up 115.5 points at 15672.15, while the BSE Sensex was up 389.67 points at 52655.39. 

 Among the 50 stocks in the Nifty index, 39 were trading in the green, while 11 were in the red. 

 Shares of Vodafone Idea, IDFC First Bank, YES Bank, Suzlon Energy and ONGC were among the most traded shares on the NSE. 

 Shares of Voltamp Trans, Avro India, Kohinoor Foods, Choice Intnl and Kritika Wires hit their fresh 52-week highs in today's trade, while Vaxtex Cotfab, Rollatainers Ltd, Vikas WSP, Star Health and Suvidhaa Infoserve Ltd. hit fresh 52-week lows in trad",1
"Colgate-Palmolive shares  up  0.36% as Nifty  drops . A total of 1,920 shares changed hands on the counter till 10:56AM (IST). Getty ImagesNEW DELHI: Shares of Colgate-Palmolive (India) Ltd. traded 0.36 per cent up in Monday's trade at 10:56AM (IST). Around 1,920 shares changed hands on the counter. 

 The stock opened at Rs 1478.0 and touched an intraday high and low of Rs 1491.4 and Rs 1472.2, respectively, in the session so far. The stock of Colgate-Palmolive (India) Ltd. quoted a 52-week high of Rs 1823.0 and a 52-week low of Rs 1375.55. 

 Total market cap of the Colgate-Palmolive (India) Ltd. stood at Rs 40498.66 crore at the time of writing this report. 
ETMarkets Smart Talk: Srikanth Subramanian decodes factors that could derail momentum on D-St

 Key Financials
 The company reported consolidated sales of Rs 1310.13 crore for the quarter ended 31-Mar-2022, up 1.89 per cent from previous quarter's Rs 1285.8 crore and up 1.58 per cent from the year-ago quarter's Rs 1289.81 crore. 

 The net profit for latest quarter stood at Rs 323.57 crore, up 2.83 per cent from the corresponding quarter last year. 


 Shareholding pattern
 As of 31-Mar-2022, domestic institutional investors held 1.8 per cent stake in the company, while foreign institutional investors held 18.64 per cent and the promoters 51.0 per cent. 



 Valuation ratio
 According to BSE data, the stock traded at a price-to-earnings multiple of 37.56 and a price-to-book ratio of 27.81. A higher P/E ratio shows investors are willing to pay a higher price because of better future growth expectations. Price-to-book value indicates the inherent value of a company and is the measure of the price that investors are ready to pay even for no growth in the business. 

 Colgate-Palmolive (India) Ltd. belongs to the Personal Care industry.",1
"HPCL stock price  up  1.59 per cent as Sensex  climbs . As of 31-Mar-2022, promoters held 54.9 per cent stake in the company, while FIIs held 19.9 per cent and domestic institutional investors had 10.68 per cent. Shutterstock.comIndia 10-year bond yield fell 0.34 per cent to 6.13 after trading in 6.13-6.16 range.Shares of Hindustan Petroleum Corporation Ltd. rose 1.59 per cent to Rs 223.6 at 12:38PM hours (IST) on Monday. Earlier in the day, the stock saw a gap up start to the session. 

 As per data available on BSE, total traded quantity on the counter stood at 124,015 shares with a turnover of Rs 2.74 crore till 12:38PM (IST). The stock traded at a price-to-earnings (P/E) multiple of 4.34, while the price-to-book value ratio stood at 0.92. 

 Return on equity (ROE) was at 17.61 per cent, according to exchange data. The stock hit an intraday high of Rs 223.6 and a low of Rs 219.4 during the session and quoted a 52-week high price of Rs 354.55 and a 52-week low of Rs 206.7. 
ETMarkets Smart Talk: Indiaâ€™s investable landscape wider than other EMs despite premium valuations: Piyush Sharma
 The stock's beta value, which measures its volatility in relation to the broader market, stood at 1.6. 


 Technical Indicators

 The 200-DMA (day moving average) of the stock stood at Rs 286.73 on June 27, while the 50-DMA was at Rs 248.71. If a stock trades above 50-DMA and 200-DMA, it usually means the immediate trend is upward. On the other hand, if the stock trades below 50-DMA and 200-DMA, it is considered a bearish trend. If it trades between 50-DMA and 200-DMA, then it suggests the stock can go either way. 

 The Relative Strength Index (RSI) of the stood at 44.24. The RSI oscillates between zero and 100. Traditionally, a stock is considered overbought when the RSI value stands above 70 and oversold when it is below 30. 


 Promoter holding 

 As of 31-Mar-2022, promoters held 54.9 per cent stake in the company, while FIIs held 19.9 per cent and domestic institutional investors had 15.09 per cen",1
"Apollo Hospital shares  gain  0.93% as Sensex  rises . On the technical charts, the RSI of the stock stood at 43.57. Getty ImagesNagaraj Shetti, Technical Research Analyst at HDFC Securities, believes Monday's pattern could be considered as a High Wave, which reflects high volatility in the market at swing highs.Shares of Apollo Hospitals Enterprise Ltd. traded 0.93 per cent up at Rs 4544.95 at 11:16AM (IST) on Monday, even as BSE benchmark Sensex gained 1162.65 points to 60439.34. 

 The stock had settled at Rs 4503.05 in the previous session. The stock quoted a 52-week high price of Rs 5930.7 and 52-week low of Rs 2887.7, respectively. As per BSE data, total traded volume on the counter till 11:16AM (IST) stood at 13006 shares with a turnover of Rs 5.9 crore. 

 At the current price, the stock traded at 57.78 times its trailing 12-month earnings per share of Rs 78.82 per share and 9.07 times its price-to-book value, exchange data showed. 
ETMarkets Smart Talk: Srikanth Subramanian decodes factors that could derail momentum on D-St
 A higher P/E ratio shows investors are willing to pay a higher share price today because of growth expectations in the future. 

 Price-to-book value indicates the inherent value of a company and reflects the price investors are ready to pay even for no growth in the business. The stock's Beta value, which measures its volatility in relation to the broader market, stood at 0.91. 


Shareholding Details 

 Promoters held 29.33 per cent stake in the company as of 31-Dec-2021, while FIIs owned 52.41 per cent and DIIs 6.64 per cent. 


Technicals
 On the technical charts, the relative strength index (RSI) of the stock stood at 43.57. The RSI oscillates between zero and 100. Traditionally, it is considered overbought condition when the RSI value is above 70 and oversold condition when it is below 30. Chartists say, RSI should not be seen in isolation, as it may not be sufficient to take a trading call, just the way fundamental analysts cannot give a'buy' or'sell' recommendation using a single valuation ratio.",1
"Stock market update: Fertilisers stocks  down  as market  falls . The 30-share BSE Sensex closed  down  48.88 points at 55769.23 Shutterstock.comRSI has turned north from the 60 level, confirming bullishness.NEW DELHI: Fertilisers shares closed lower in the Friday's session. 

 Madhya Bharat Agro Products(up 5.00%) and Agro Phos(up 0.42%) stood among the top gainers. 

 Nagarjuna Fertilizers & Chem(down 4.65%), Deepak Fertilizers & Petrochemicals(down 3.80%), Chambal Fertilisers & Chemicals(down 3.59%), Aries Agro(down 2.65%), ZUARIAGRO(down 2.58%), Southern Petrochemicals Industries(down 2.49%), Khaitan Chemicals & Fertilizers(down 2.46%), Rashtriya Chemicals & Fertilizers(down 2.36%), Fertilizers & Chemicals Tranvancore(down 2.03%) and National Fertilizer(down 2.03%) were among the top losers of the day. 

 The NSE Nifty50 index ended 43.7 points down at 16584.3, while the 30-share BSE Sensex closed down 48.88 points at 55769.23. 

 Reliance Industries(up 2.03%), Larsen & Toubro(up 0.91%), Infosys(up 0.91%), Sun Pharmaceutical Industries(up 0.65%), Tata Consultancy(up 0.5%), HCL Technologies(up 0.32%), Hindustan Unilever(up 0.31%), Wipro(up 0.28%), Power Grid Corporation of India(up 0.2%) and Tech Mahindra(up 0.17%) stood among the top gainers in the Nifty pack. 

 On the other hand, Grasim Industries(down 6.5%), UltraTech Cement(down 5.48%), Shree Cement(down 4.61%), Hero MotoCorp(down 2.98%), Maruti Suzuki(down 2.78%), Cipla(down 2.65%), NTPC(down 2.55%), Axis Bank(down 2.06%), IndusInd Bank(down 1.98%) and JSW Steel(down 1.91%) closed in the red.",0
"Sensex  rises! But these  stocks fell 5% or more in Monday's session. In the Nifty pack, 40 stocks closed in the green, while 10 stocks ended in the red.  Getty ImagesIndia 10-year bond yield declined 0.40 per cent to 5.98 after trading in 5.98 -6.04 range.NEW DELHI: Several stocks plunged in excess of 5 per cent in Mumbai trading on Monday even as equity benchmark BSE Sensex traded 433.3 points up at 53161.28 amid brisk buying in frontline bluechip counters. 

 On the BSE, NDA Securities(down 12.66 per cent), Enterprise Intnl(down 10.70 per cent), Modella Woollen(down 10.34 per cent), Starcom Info(down 10.33 per cent) and Tricom Fruit(down 10.00 per cent) stood among the top losers in today's trade. 

 In the Nifty pack, 40 stocks closed in the green, while 10 stocks ended in the red. 

 The index closed 132.8 points up at 15832.05. 

 On the BSE, Tricom Fruit, Patspin India, Evoq Remedies Ltd., Goyal Associate and Wardwizard Innov(PP)hit their fresh 52-week lows, while Kallam Textiles, Wendt India, Gensol Engg, Marathon Nextgen and Sterling Tools touched their fresh 52-week highs in today's trade. 
",1
"Berger Paints shares  down  0.72% as Nifty  drops . A total of 12,148 shares changed hands on the counter till 12:07PM (IST). ReutersOn an immediate basis, 15,770/52,500 and 15,850/52,700 levels would be major hurdles.NEW DELHI: Shares of Berger Paints (India) Ltd. traded 0.72 per cent down in Monday's trade at 12:07PM (IST). Around 12,148 shares changed hands on the counter. 

 The scrip opened at Rs 709.0 and touched an intraday high and low of Rs 714.95 and Rs 707.0, respectively, in the session so far. Shares of the company of Berger Paints (India) Ltd. quoted a 52-week high of Rs 872.0 and a 52-week low of Rs 620.55. 

 Total market cap of the Berger Paints (India) Ltd. stood at Rs 69216.51 crore at the time of writing this report. 
ETMarkets Smart Talk: Why this fund manager is happy to watch rally in Adani stocks from sidelines

 Key Financials
 The company reported consolidated net sales of Rs 2566.22 crore for the quarter ended 31-Dec-2021, up 14.67 per cent from previous quarter's Rs 2238.0 crore and up 20.27 per cent from the year-ago quarter's Rs 2133.79 crore. 

 The net profit for latest quarter stood at Rs 252.72 crore, down 8.03 per cent from the corresponding quarter last year. 


 Shareholding pattern
 As of 31-Mar-2022, domestic institutional investors held 0.86 per cent stake in the firm, while foreign institutional investors held 11.28 per cent and the promoters 74.99 per cent. 



 Valuation ratio
 According to BSE data, the stock traded at a price-to-earnings multiple of 84.33 and a price-to-book ratio of 21.99. A higher P/E ratio shows investors are willing to pay a higher price because of better future growth expectations. Price-to-book value indicates the inherent value of a company and is the measure of the price that investors are ready to pay even for no growth in the business. 

 Berger Paints (India) Ltd. belongs to the Paints/Varnishes industry.
",0
"Stock market update: Nifty Bank index  falls  1.71%. The Nifty Bank index closed 1.71 per cent  down  at 34483.8. Getty ImagesNEW DELHI: The Nifty Bank index closed on a negative note on Friday. 

 Shares of Federal Bank(up 0.38 per cent) and Bank of Baroda(up 0.05 per cent) ended the day as top gainers in the pack. 

 On the other hand, Kotak Mahindra Bank(down 3.94 per cent), Bandhan Bank(down 3.06 per cent), HDFC Bank(down 1.93 per cent), ICICI Bank(down 1.74 per cent) and AU Small Finance Bank(down 1.68 per cent) finished as the top losers of the day. 

 The Nifty Bank index closed 1.71 per cent down at 34483.8. 

 Benchmark NSE Nifty50 index ended down 276.3 points at 16201.8, while the BSE Sensex stood down 1016.84 points at 54303.44. 

 Among the 50 stocks in the Nifty index, 16 ended in the green, while 34 closed in the red. 

 Shares of Vodafone Idea, Suzlon Energy, YES Bank, Zomato Ltd. and JP Power were among the most traded shares on the NSE. 

 Shares of Marathon Nextgen, Tree House Edu, Dynacons Sys, KPI Global Infra and Bombay Metrics Supply Chain Ltd. hit their fresh 52-week highs in today's trade, while Kriti Ind, SoftTech Engineers, Tembo Global Indust, Indo Nat Ltd and Kaya hit their fresh 52-week lows.",0
"Share price of PI Industries  falls  as Sensex  drops  615.48 points. Promoters held 46.74 per cent stake in the company as of 31-Mar-2022, while FII and DII ownership stood at 16.44 per cent and 14.84 per cent, respectively. ThinkStock PhotosThe share price of PI Industries Ltd. dropped 3.39 per cent to Rs 2587.95 at 12:58PM (IST) in Tuesday's trade. The scrip has hit a high of Rs 2646.35 and low of Rs 2582.4 so far during the session. The stock had closed at Rs 2678.85 in the previous session. 

 The counter has had a total traded volume of 4526 shares so far with a value of Rs 1.18 crore on the NSE. It traded at a price-to-earnings multiple of 46.57 and a price-to-book ratio of 7.01. 

 A higher P/E ratio shows investors are willing to pay a higher price for per rupee earnings given by the stock because of better future growth expectations. 
ETMarkets Smart Talk: Indiaâ€™s investable landscape wider than other EMs despite premium valuations: Piyush Sharma
 The price-to-book value indicates the inherent value of a company and reflects the price investors are willing to pay even for no growth in the business. 

 The scrip declined 3.88 per cent during the past one year, while the 30-share index advanced 7.08 per cent during the same period. 

 PI Industries Ltd. belongs to the Pesticides/Agro Chem industry. 


 Promotor/FII Holding
 Promoters held 46.74 per cent stake in the company as of 31-Mar-2022, while overseas investors and domestic institutional investors ownership stood at 16.44 per cent and 14.84 per cent, respectively. 


 Key Financials
 The firm reported consolidated net sales of Rs 1415.2 crore for the quarter ended 31-Mar-2022, up 2.38 per cent from the previous quarter's Rs 1382.3 crore and up 14.01 per cent from the year-ago quarter's Rs 1241.3 crore. 

 Profit for the latest quarter stood at Rs 204.4 crore, up 13.68 per cent from the same quarter a year ag",0
"Trade Setup: Stay selective and keep leveraged exposures on modest levels. All in all, the defensive play in the markets was evident. In the coming session as well, we will continue to see pockets like PSE stocks, FMCG, Consumption, IT, and Pharma doing relatively well than the rest of the population. On a weekly options expiry day, the Indian equities had a strong trending day as they opened strong, got better as the day progressed and ended the day on a strong note. The Nifty saw itself opening comfortably above the crucial 200-DMA. It maintained its gains in the morning session. As the day progressed, the markets got even stronger. 

The index, in the process, kept marking gradual incremental highs and managed to close near the high point of the day. There was no sign of profit-taking at any point in time. The headline index closed with a net gain of 256.05 points (+1.49%).

ETMarkets.com
The weekly options expiry took place today. In the previous note, it was mentioned that the level of 17,200 had the second-highest call OI accumulation. Since the markets opened well above that, they trended strongly towards the 17,400 levels. 

The highest call writing was witnessed at this point and prevented the Nifty to stay a notch below this level. Importantly, the index has managed to hold on to the 200-DMA as its crucial support on a closing basis. The 200-DMA stays at 17,185. The monthly options expiry data shows that the upsides may get capped near 17,500, which holds the maximum Call OI accumulation as of now.

 However, this is very indicative -- if the up move gets extended, then the price action of Nifty against the level of 17,500 will be crucial to watch.

Friday is likely to see a quiet start to the day. The levels of 17,440 and 17,500 will act as probable resistance points. The supports come in at 17,280 and 17,185 levels.

The daily RSI is 5,135; it stays neutral and does not show any divergence against the price. The daily MACD is bearish and stays below the signal line. A rising window emerged on the candle -- this usually resolves in the direction of the trend. The pattern analysis shows that after a brief violation of the 200-DMA, the Nifty managed to crawl back above this point. 

The 200-DMA stands at 17,185 and is likely to remain a crucial support point for the index in the near term on a closing basis.

All in all, the defensive play in the markets was evident. In the coming session as well, we will continue to see pockets like PSE stocks, FMCG, Consumption, IT, and Pharma doing relatively well than the rest of the population. 

We recommend continuing to stay selective and keep leveraged exposures on a modest level. Until and unless the levels of 17,500 are not taken out comprehensively, vigilant protection of profits is advised.


(Milan Vaishnav, CMT, MSTA, is a Consulting Technical Analyst and founder of EquityResearch.asia and ChartWizard.ae (ChartWizard, FZE) and is based at Vadodara. He can be reached at milan.vaishnav@equityresearch.asia)

(Disclaimer: The opinions expressed in this column are that of the writer. The facts and opinions expressed here do not reflect the views of www.economictimes.com.)T",1
"Stock market update: FMCG stocks  up  as market  falls . The 30-share BSE Sensex was  down  234.63 points at 60377.11 ReutersStocks in focus: RIL, Tata Motors, Infosys, IIFL Securities, Apollo Hospitals, Punjab National Bank, NBCC and more..NEW DELHI: FMCG stocks were trading higher on Tuesday at 10:29AM 

 Bajaj Consumer(up 3.98%), JHS Svendgaard Laboratories(up 2.87%), Parag Milk(up 2.77%), Gillette India(up 2.03%), Marico(up 2.01%), Dangee Dums(up 1.50%), Jyothy Labs(up 1.50%), Zydus Wellness(up 1.48%), Tasty Bite Eatables(up 1.48%) and Hatsun Agro Product Ltd(up 1.32%) were among the top gainers. 

 Umang Dairies(down 2.90%), Nakoda Group(down 0.64%), Varun Beverages(down 0.43%), Vadilal Industries(down 0.41%), DFM Foods(down 0.34%), P & G Hygiene(down 0.29%), ADF Foods(down 0.05%) and Euro India Fresh Foods(down 0.04%) were among the top losers. 

 The NSE Nifty50 index was trading 46.05 points down at 18007.35, while the 30-share BSE Sensex was down 234.63 points at 60377.11 at around 10:29AM. 

 Adani Ports & Special Economic Zone(up 4.42%), Eicher Motors(up 2.47%), Tata Motors(up 2.28%), UPL Ltd(up 1.83%), Oil & Natural Gas Corporation(up 1.49%), Hero MotoCorp(up 1.4%), NTPC(up 1.35%), Tech Mahindra(up 1.26%), Tata Consultancy(up 1.18%) and Dr Reddys Laboratories(up 1.17%) were among the top gainers in the Nifty pack. 

 On the other hand, HDFC Bank(down 2.61%), HDFC(down 2.07%), Bajaj Finance(down 1.45%), Bajaj Finserv(down 1.18%), Divis Laboratories(down 0.92%), Kotak Mahindra Bank(down 0.77%), SBI Life(down 0.76%), Reliance Industries(down 0.7%), Bharti Airtel(down 0.64%) and IndusInd Bank(down 0.53%) were trading in the red.",1
"DLF shares  up  1.7% as Nifty  drops . A total of 200,187 shares changed hands on the counter till 12:22PM (IST). AgenciesIndia 10-year bond yield rose 0.37 per cent to 6 after trading in 5.99-6.01 range.NEW DELHI: Shares of DLF Ltd. traded 1.7 per cent up in Thursday's trade at 12:22PM (IST). Around 200,187 shares changed hands on the counter. 

 The counter opened at Rs 402.1 and touched an intraday high and low of Rs 407.55 and Rs 397.55, respectively, in the session so far. The stock of DLF Ltd. quoted a 52-week high of Rs 449.8 and a 52-week low of Rs 231.95. 

 As per BSE, the total market cap of the DLF Ltd. stood at Rs 100014.97 crore at the time of writing this report. 
ETMarkets Smart Talk: Indiaâ€™s investable landscape wider than other EMs despite premium valuations: Piyush Sharma

 Key Financials
 The company reported consolidated net sales of Rs 1686.92 crore for the quarter ended 31-Dec-2021, up 8.38 per cent from previous quarter's Rs 1556.53 crore and up 1.12 per cent from the year-ago quarter's Rs 1668.22 crore. 

 The net profit for latest quarter stood at Rs 379.48 crore, down 15.89 per cent from the corresponding quarter last year. 


 Shareholding pattern
 As of 31-Dec-2021, domestic institutional investors held 2.63 per cent stake in the company, while foreign institutional investors held 16.46 per cent and the promoters 74.36 per cent. 



 Valuation ratio
 According to BSE data, the stock traded at a price-to-earnings multiple of 63.44 and a price-to-book ratio of 2.01. A higher P/E ratio shows investors are willing to pay a higher price because of better future growth expectations. Price-to-book value indicates the inherent value of a company and is the measure of the price that investors are ready to pay even for no growth in the business. 

 DLF Ltd. belongs to the Real Estate industr",1
